Latitude,Longitude,Time,Date,Number of Sats,GPS Speed (Kn),GPS True Heading,GPS Magnetic Variation,HDOP,C Magnetic Heading,C True Heading,Pitch Angle,Roll Angle,C Inside Temp (c),DFS Depth (m),DTB Height (m),Total Water Column (m),Batt Percent,Power Watts,Watt-Hours,Batt Volts,Batt Ampers,Batt State,Time to Empty,Current Step,Dist To Next (m),Next Speed (kn),Vehicle Speed (kn),Motor Speed CMD,Next Heading,Next Long,Next Lat,Next Depth (m),Depth Goal (m),Vehicle State,Error State,Distance to Track (m),Fin Pitch R,Fin Pitch L,Pitch Goal,Fin Yaw T,Fin Yaw B,Yaw Goal,Fin Roll,DVL-Depth (m),DVL -Altitude (m),DVL -Water Column (m),DVL-FixType,DVL-FixQuality,DVL-Temperature,Conductivity (mmhos/cm),Temperature (c),Salinity (ppt),Sound Speed (m/s),Date m/d/y   ,Time hh:mm:ss,Temp C,SpCond mS/cm,Sal ppt,Depth feet,pH,pH mV,Turbid+ NTU,Chl ug/L,BGA-PC cells/mL,ODOsat %,ODO mg/L,Battery volts,ROSEM Command Type,timestamp
25.91264763,-80.13777235,18:06.4,11/16/22,7,1.918,166.48,-7.23198201,1.4,155.2,145.31,1.82,6.21,32.7,0.0,3.11,3.11,98,51,525.1,16.4,-3.1,D,691.3,2,21.146,2,2.01,184,138.83,-80.13763318,25.91250447,0,0,1,N,0.9751608,68,68,11,94,94,137.0254,0,9999.99,3.13,3.257,2,9,29.4,0,29.39999962,47.17,1556.98474,11/16/22,11:50:21,27.79,69.14,47.17,1.209,8.28,-76.3,-2.5,-4.9,-333,95.7,5.78,13.3,,2025-10-24 18:06:24+00:00
25.91263999,-80.137769,18:07.4,11/16/22,7,2.018,163.66,-7.23198201,1.41,151.2,141.49,1.1,7.72,32.7,0.0,3.12,3.12,98,51,525.1,16.4,-3.1,D,691.3,2,20.288,2,2.02,184,137.97,-80.13763318,25.91250447,0,0,1,N,1.247772,64,64,11,101,101,135.3372,0,9999.99,3.13,3.257,2,9,29.4,0,29.39999962,47.17,1556.98474,11/16/22,11:50:21,27.79,69.14,47.17,1.209,8.28,-76.3,-2.5,-4.9,-333,95.7,5.78,13.3,,2025-10-24 18:07:24+00:00
25.91263146,-80.13776435,18:08.4,11/16/22,8,2.167,160.58,-7.23198201,1.41,147.2,137.7,1.95,8.7,32.6,0.0,3.13,3.13,98,59,525.1,16.4,-3.6,D,599.7,2,19.275,2,1.91,184,137.11,-80.13763318,25.91250447,0,0,1,N,1.477221,67,67,11,108,108,133.4843,0,9999.99,3.15,3.277,2,9,29.4,0,29.39999962,46.9,1556.70115,11/16/22,11:50:23,27.8,68.79,46.9,1.215,8.29,-76.5,-2.1,-4.7,-1981,95.7,5.79,13.2,,2025-10-24 18:08:24+00:00
25.91262354,-80.13775974,18:09.4,11/16/22,8,1.997,157.34,-7.23198201,1.41,144.6,135.25,1.74,7.81,32.7,0.0,3.14,3.14,98,59,525.1,16.4,-3.6,D,599.7,2,18.316,2,1.94,184,136.29,-80.13763318,25.91250447,0,0,1,N,1.671768,65,65,11,108,108,131.518,0,9999.99,3.15,3.277,2,9,29.4,0,29.39999962,46.9,1556.70115,11/16/22,11:50:23,27.8,68.79,46.9,1.215,8.29,-76.5,-2.1,-4.7,-1981,95.7,5.79,13.2,,2025-10-24 18:09:24+00:00
25.91261583,-80.1377539,18:10.4,11/16/22,8,1.887,151.95,-7.23198201,1.41,142.0,132.8,1.79,7.99,32.7,0.0,3.16,3.17,98,59,525.1,16.4,-3.6,D,599.7,2,17.295,2,1.96,184,135.72,-80.13763318,25.91250447,0,0,1,N,1.758079,68,68,11,115,115,129.7053,0,9999.99,3.18,3.307,2,9,29.4,0,29.39999962,46.51,1556.29161,11/16/22,11:50:24,27.78,68.29,46.51,1.205,8.29,-76.7,-3.0,-4.9,-4382,95.8,5.81,13.1,,2025-10-24 18:10:24+00:00
25.91260867,-80.1377475,18:11.4,11/16/22,8,1.977,148.6,-7.23198201,1.0,139.5,130.46,1.37,7.53,32.6,0.0,3.22,3.22,98,58,525.0,16.4,-3.5,D,612.7,2,16.278,2,1.93,184,135.38,-80.13763318,25.91250447,0,0,1,N,1.755491,68,68,11,125,125,129.1166,0,9999.99,3.24,3.367,2,9,29.3,0,29.29999924,46.92,1556.52041,11/16/22,11:50:26,27.73,68.81,46.92,1.212,8.28,-76.3,-3.3,0.1,-1883,95.9,5.81,13.2,,2025-10-24 18:11:24+00:00
25.91260202,-80.13774125,18:12.4,11/16/22,8,2.011,146.92,-7.23198201,1.0,137.4,128.49,0.92,7.88,32.7,0.0,3.24,3.24,98,58,525.0,16.4,-3.5,D,612.7,2,15.313,2,1.94,184,135.1,-80.13763318,25.91250447,0,0,1,N,1.737495,63,63,11,130,130,129.2408,0,9999.99,3.25,3.377,2,9,29.3,0,29.29999924,46.92,1556.52041,11/16/22,11:50:26,27.73,68.81,46.92,1.212,8.28,-76.3,-3.3,0.1,-1883,95.9,5.81,13.2,,2025-10-24 18:12:24+00:00
25.91259467,-80.13773466,18:13.4,11/16/22,8,1.935,145.26,-7.23198201,1.0,137.7,128.77,0.85,7.36,32.6,0.0,3.27,3.27,98,58,525.0,16.4,-3.5,D,612.7,2,14.269,2,1.92,184,134.66,-80.13763318,25.91250447,0,0,1,N,1.725868,62,62,11,129,129,129.3187,0,9999.99,3.28,3.407,2,9,29.3,0,29.29999924,46.85,1556.44681,11/16/22,11:50:27,27.73,68.73,46.85,1.231,8.28,-76.3,-3.7,-7.6,-3062,96.0,5.82,13.2,,2025-10-24 18:13:24+00:00
25.91258771,-80.13772866,18:14.4,11/16/22,8,1.86,139.68,-7.23198201,1.0,136.6,127.75,1.14,6.74,32.6,0.0,3.3,3.3,98,58,525.0,16.4,-3.5,D,612.7,2,13.299,2,1.91,184,134.1,-80.13763318,25.91250447,0,0,1,N,1.736582,64,64,11,133,133,129.2453,0,9999.99,3.31,3.437,2,9,29.3,0,29.29999924,46.87,1556.46783,11/16/22,11:50:29,27.75,68.75,46.87,1.21,8.28,-76.4,-3.3,-6.9,-1304,96.2,5.82,13.2,,2025-10-24 18:14:24+00:00
25.91258122,-80.13772212,18:15.4,11/16/22,8,1.88,134.56,-7.23198201,1.0,135.7,126.91,1.59,7.02,32.6,0.0,3.33,3.33,98,58,525.0,16.3,-3.5,D,616.8,2,12.328,2,1.91,184,133.81,-80.13763318,25.91250447,0,0,1,N,1.675991,68,68,11,140,140,129.6603,0,9999.99,3.34,3.467,2,9,29.3,0,29.29999924,46.87,1556.46783,11/16/22,11:50:29,27.75,68.75,46.87,1.21,8.28,-76.4,-3.3,-6.9,-1304,96.2,5.82,13.2,,2025-10-24 18:15:24+00:00
25.91257457,-80.13771405,18:16.4,11/16/22,8,1.917,133.32,-7.23198201,1.0,135.5,126.72,1.68,7.07,32.6,0.0,3.23,3.23,98,58,525.0,16.3,-3.5,D,616.8,2,11.233,2,1.91,184,133.94,-80.13763318,25.91250447,0,0,1,N,1.509365,67,67,11,143,143,130.8083,0,9999.99,3.25,3.377,2,9,29.3,0,29.29999924,46.76,1556.35228,11/16/22,11:50:30,27.76,68.61,46.76,1.201,8.28,-76.4,-2.7,-3.7,-2118,96.1,5.82,13.3,,2025-10-24 18:16:24+00:00
25.91256858,-80.1377067,18:17.4,11/16/22,8,1.947,133.22,-7.23198201,1.0,136.3,127.47,1.72,6.71,32.6,0.0,3.26,3.26,98,58,525.0,16.3,-3.5,D,616.8,2,10.242,2,1.92,184,134.11,-80.13763318,25.91250447,0,0,1,N,1.349648,67,67,11,145,145,131.917,0,9999.99,3.28,3.407,2,9,29.3,0,29.29999924,46.09,1555.64826,11/16/22,11:50:32,27.76,67.75,46.09,1.212,8.28,-76.4,-2.3,-1.8,-4224,95.9,5.83,13.1,,2025-10-24 18:17:24+00:00
25.91256325,-80.1377001,18:18.4,11/16/22,8,1.879,130.43,-7.23198201,1.0,137.2,128.31,1.78,6.77,32.6,0.0,3.28,3.28,98,58,525.0,16.3,-3.5,D,614.0,2,9.355,2,1.9,184,134.32,-80.13763318,25.91250447,0,0,1,N,1.194879,67,67,11,146,146,132.9976,0,9999.99,3.3,3.427,2,9,29.3,0,29.29999924,46.09,1555.64826,11/16/22,11:50:32,27.76,67.75,46.09,1.212,8.28,-76.4,-2.3,-1.8,-4224,95.9,5.83,13.1,,2025-10-24 18:18:24+00:00
25.91255652,-80.13769263,18:19.4,11/16/22,8,1.871,128.32,-7.23198201,1.0,137.6,128.68,2.25,6.18,32.6,0.0,3.4,3.4,98,58,525.0,16.3,-3.5,D,614.0,2,8.299,2,1.9,184,134.23,-80.13763318,25.91250447,0,0,1,N,1.078032,68,68,11,148,148,133.8183,0,9999.99,3.41,3.537,2,9,29.2,0,29.29999924,46.24,1555.80601,11/16/22,11:50:33,27.75,67.95,46.24,1.191,8.29,-76.7,-3.6,-3.1,-4892,96.0,5.83,13.1,,2025-10-24 18:19:24+00:00
25.91254925,-80.13768574,18:20.4,11/16/22,8,1.9,129.84,-7.23198201,1.0,137.8,128.87,2.87,6.02,32.6,0.0,3.45,3.46,98,58,525.0,16.3,-3.5,D,614.0,2,7.241,2,1.9,184,133.45,-80.13763318,25.91250447,0,0,1,N,1.041595,72,72,11,149,149,134.0746,0,9999.99,3.47,3.597,2,9,29.2,0,29.20000076,46.19,1555.55064,11/16/22,11:50:34,27.73,67.88,46.19,1.191,8.29,-76.8,-4.0,-1.1,-1873,95.8,5.82,13.2,,2025-10-24 18:20:24+00:00
25.9125429,-80.13767897,18:21.4,11/16/22,8,1.966,133.64,-7.23198201,1.0,138.4,129.43,3.08,7.04,32.6,0.0,3.52,3.52,98,58,525.0,16.3,-3.5,D,614.0,2,6.264,2,1.89,184,133.02,-80.13763318,25.91250447,0,0,1,N,0.9462208,75,75,11,148,148,134.7477,0,9999.99,3.54,3.667,2,9,29.2,0,29.20000076,46.41,1555.78193,11/16/22,11:50:36,27.71,68.16,46.41,1.18,8.29,-76.5,-4.3,-2.3,-1825,95.6,5.81,13.0,,2025-10-24 18:21:24+00:00
25.9125354,-80.1376721,18:22.4,11/16/22,8,2.032,136.54,-7.23198201,1.0,141.3,132.14,2.24,4.88,32.6,0.0,3.44,3.45,98,58,524.9,16.3,-3.5,D,614.3,2,5.194,2,1.89,184,131.46,-80.13763318,25.91250447,0,0,1,N,0.9223194,70,70,11,138,138,134.9165,0,9999.99,3.47,3.597,2,9,29.2,0,29.20000076,46.41,1555.78193,11/16/22,11:50:36,27.71,68.16,46.41,1.18,8.29,-76.5,-4.3,-2.3,-1825,95.6,5.81,13.0,,2025-10-24 18:22:24+00:00
25.91252963,-80.13766473,18:23.4,11/16/22,8,1.86,133.01,-7.23198201,1.0,143.6,134.3,1.81,6.85,32.6,0.0,3.47,3.47,98,58,524.9,16.3,-3.5,D,614.3,3,24.349,2,1.89,184,151.23,-80.13754756,25.91233769,0,0,1,N,1.737399,68,68,11,179,179,147.3609,0,9999.99,3.49,3.617,2,9,29.2,0,29.20000076,46.36,1555.72939,11/16/22,11:50:37,27.7,68.09,46.36,1.187,8.29,-76.4,-2.5,-3.8,-1890,95.6,5.81,13.2,,2025-10-24 18:23:24+00:00
25.91252223,-80.13765833,18:24.4,11/16/22,8,1.908,132.78,-7.23198201,1.0,146.6,137.13,2.45,6.12,32.6,0.0,3.39,3.39,98,58,524.9,16.3,-3.5,D,613.7,3,23.32,2,1.88,184,151.64,-80.13754756,25.91233769,0,0,1,N,1.49571,72,72,11,170,170,147.7783,0,9999.99,3.41,3.537,2,9,29.2,0,29.20000076,46.26,1555.62413,11/16/22,11:50:39,27.71,67.97,46.26,1.19,8.29,-76.7,-4.0,-0.8,-2437,95.6,5.81,13.2,,2025-10-24 18:24:24+00:00
25.91251566,-80.13765199,18:25.4,11/16/22,8,1.914,136.72,-7.23198201,1.0,150.5,140.83,3.09,4.33,32.7,0.0,3.54,3.54,98,58,524.9,16.3,-3.5,D,613.7,3,22.377,2,1.85,184,152.17,-80.13754756,25.91233769,0,0,1,N,1.214845,76,76,11,158,158,148.5418,0,9999.99,3.56,3.687,2,9,29.2,0,29.20000076,46.26,1555.62413,11/16/22,11:50:39,27.71,67.97,46.26,1.19,8.29,-76.7,-4.0,-0.8,-2437,95.6,5.81,13.2,,2025-10-24 18:25:24+00:00
25.91250887,-80.1376475,18:26.4,11/16/22,8,1.875,141.78,-7.23198201,1.0,155.5,145.6,3.76,3.76,32.7,0.01,3.51,3.52,98,58,524.9,16.3,-3.5,D,613.7,3,21.5,2,1.85,185,152.29,-80.13754756,25.91233769,0,0,1,N,1.114489,78,78,11,138,138,148.4437,0,9999.99,3.54,3.667,2,9,29.2,0,29.20000076,46.24,1555.60343,11/16/22,11:50:40,27.73,67.94,46.24,1.197,8.29,-76.7,-3.6,-4.8,-3783,95.7,5.81,13.1,,2025-10-24 18:26:24+00:00
25.91250139,-80.13764208,18:27.4,11/16/22,8,1.744,142.22,-7.23198201,1.0,157.6,147.61,3.14,4.15,32.7,0.01,3.45,3.45,98,61,524.9,16.3,-3.7,D,583.8,3,20.511,2,1.83,185,152.56,-80.13754756,25.91233769,0,0,1,N,0.963387,78,78,11,133,133,148.5334,0,9999.99,3.48,3.607,2,9,29.2,0,29.20000076,46.41,1555.78231,11/16/22,11:50:42,27.76,68.17,46.41,1.192,8.29,-76.8,-3.7,-6.0,-703,95.5,5.8,13.3,,2025-10-24 18:27:24+00:00
25.91249366,-80.13763858,18:28.4,11/16/22,8,1.82,146.1,-7.23198201,1.0,159.5,149.44,2.04,4.74,32.7,0.0,3.59,3.59,98,61,524.9,16.3,-3.7,D,583.8,3,19.587,2,1.89,185,152.31,-80.13754756,25.91233769,0,0,1,N,1.005229,69,69,11,121,121,148.0539,0,9999.99,3.61,3.737,2,9,29.2,0,29.20000076,46.41,1555.78231,11/16/22,11:50:42,27.76,68.17,46.41,1.192,8.29,-76.8,-3.7,-6.0,-703,95.5,5.8,13.3,,2025-10-24 18:28:24+00:00
25.91248605,-80.13763251,18:29.4,11/16/22,8,1.772,147.19,-7.23198201,1.3,158.9,148.86,1.87,6.68,32.7,0.0,3.59,3.59,98,61,524.9,16.3,-3.7,D,583.8,3,18.556,2,1.91,185,152.75,-80.13754756,25.91233769,0,0,1,N,0.8092706,68,68,11,129,129,149.4386,0,9999.99,3.61,3.737,2,9,29.1,0,29.20000076,46.16,1555.5188,11/16/22,11:50:43,27.76,67.85,46.16,1.206,8.29,-76.9,-3.4,-3.5,-3048,95.6,5.81,13.2,,2025-10-24 18:29:24+00:00
25.91247871,-80.13762776,18:30.4,11/16/22,7,1.847,149.78,-7.23198201,1.3,159.3,149.25,1.79,6.89,32.7,0.0,3.59,3.59,98,61,524.9,16.3,-3.7,D,583.8,3,17.613,2,1.95,185,152.91,-80.13754756,25.91233769,0,0,1,N,0.7248554,66,66,11,131,131,150.0371,0,9999.99,3.6,3.727,2,9,29.1,0,29.10000038,46.24,1555.39938,11/16/22,11:50:45,27.77,67.95,46.24,1.224,8.29,-76.7,-4.2,1.4,-2299,95.5,5.8,13.3,,2025-10-24 18:30:24+00:00
25.91247036,-80.13762399,18:31.4,11/16/22,8,1.754,151.73,-7.23198201,1.3,158.3,148.29,1.68,7.52,32.7,0.0,3.59,3.59,98,60,524.9,16.3,-3.7,D,587.8,3,16.615,2,2.0,185,152.61,-80.13754756,25.91233769,0,0,1,N,0.7716831,67,67,11,133,133,149.7047,0,9999.99,3.61,3.737,2,9,29.1,0,29.10000038,46.24,1555.39938,11/16/22,11:50:45,27.77,67.95,46.24,1.224,8.29,-76.7,-4.2,1.4,-2299,95.5,5.8,13.3,,2025-10-24 18:31:24+00:00
25.91246255,-80.13762117,18:32.4,11/16/22,8,1.702,151.99,-7.23198201,1.3,159.3,149.25,1.88,7.44,32.7,0.0,3.59,3.59,98,60,524.9,16.3,-3.7,D,587.8,3,15.716,2,1.99,185,152.07,-80.13754756,25.91233769,0,0,1,N,0.8738645,68,68,11,126,126,148.9806,0,9999.99,3.61,3.737,2,9,29.1,0,29.10000038,46.0,1555.14685,11/16/22,11:50:46,27.76,67.63,46.0,1.213,8.29,-76.6,-3.8,1.7,-1894,95.6,5.81,13.2,,2025-10-24 18:32:24+00:00
25.91245371,-80.13761691,18:33.4,11/16/22,6,1.921,154.7,-7.23198201,2.08,158.8,148.77,2.53,7.73,32.7,0.0,3.59,3.59,98,60,524.9,16.3,-3.7,D,587.8,3,14.647,2,1.92,185,151.74,-80.13754756,25.91233769,0,0,1,N,0.9007448,72,72,11,127,127,148.7903,0,9999.99,3.61,3.737,2,9,29.1,0,29.10000038,45.85,1554.98903,11/16/22,11:50:48,27.77,67.45,45.85,1.209,8.29,-76.8,-3.6,-6.8,-2180,95.8,5.83,13.0,,2025-10-24 18:33:24+00:00
25.91244589,-80.13761299,18:34.4,11/16/22,6,2.004,156.11,-7.23198201,2.08,159.0,148.96,1.9,7.64,32.7,0.0,3.59,3.59,98,61,524.8,16.3,-3.7,D,584.5,3,13.696,2,1.95,185,151.46,-80.13754756,25.91233769,0,0,1,N,0.9107286,68,68,11,126,126,148.7198,0,9999.99,3.61,3.737,2,9,29.1,0,29.10000038,45.85,1554.98903,11/16/22,11:50:48,27.77,67.45,45.85,1.209,8.29,-76.8,-3.6,-6.8,-2180,95.8,5.83,13.0,,2025-10-24 18:34:24+00:00
25.9124374,-80.13760924,18:35.5,11/16/22,6,1.997,156.68,-7.23198201,2.08,158.3,148.29,2.25,7.35,32.6,0.0,3.58,3.58,98,61,524.8,16.3,-3.7,D,584.5,3,12.688,2,1.94,185,150.91,-80.13754756,25.91233769,0,0,1,N,0.9652183,71,71,11,127,127,148.3349,0,9999.99,3.6,3.727,2,9,29.1,0,29.10000038,45.83,1554.96805,11/16/22,11:50:49,27.77,67.42,45.83,1.216,8.29,-76.8,-4.1,-0.9,-2910,95.5,5.82,13.3,,2025-10-24 18:35:30+00:00
25.91242878,-80.1376048,18:36.5,11/16/22,7,1.903,155.51,-7.23198201,2.08,158.0,148.0,2.35,7.67,32.7,0.0,3.58,3.58,98,61,524.8,16.3,-3.7,D,584.5,3,11.635,2,1.96,185,150.53,-80.13754756,25.91233769,0,0,1,N,0.9642802,71,71,11,128,128,148.3416,0,9999.99,3.6,3.727,2,9,29.1,0,29.10000038,45.83,1554.96802,11/16/22,11:50:51,27.77,67.42,45.83,1.209,8.29,-76.9,-3.1,-4.6,-959,95.5,5.82,13.2,,2025-10-24 18:36:30+00:00
25.91242057,-80.13760103,18:37.5,11/16/22,6,1.914,154.56,-7.23198201,2.08,158.9,148.86,1.97,6.32,32.7,0.0,3.58,3.58,98,61,524.8,16.3,-3.7,D,584.5,3,10.655,2,1.98,185,149.87,-80.13754756,25.91233769,0,0,1,N,1.006666,71,71,11,127,127,148.0426,0,9999.99,3.6,3.727,2,9,29.1,0,29.10000038,45.83,1554.96802,11/16/22,11:50:51,27.77,67.42,45.83,1.209,8.29,-76.9,-3.1,-4.6,-959,95.5,5.82,13.2,,2025-10-24 18:37:30+00:00
25.91241086,-80.13759583,18:38.5,11/16/22,6,2.082,155.52,-7.23198201,2.08,157.1,147.13,2.12,8.0,32.8,0.0,3.59,3.59,98,61,524.8,16.3,-3.7,D,584.5,3,9.461,2,1.96,185,149.32,-80.13754756,25.91233769,0,0,1,N,0.988642,70,70,11,131,131,148.1696,0,9999.99,3.61,3.737,2,9,29.1,0,29.10000038,45.82,1554.95749,11/16/22,11:50:52,27.77,67.4,45.82,1.198,8.29,-76.8,-3.8,-3.1,-3077,95.7,5.82,13.1,,2025-10-24 18:38:30+00:00
25.91240389,-80.13759163,18:39.5,11/16/22,6,1.981,155.19,-7.23198201,2.08,158.0,148.0,2.08,7.42,32.7,0.0,3.6,3.6,98,61,524.8,16.3,-3.7,D,584.5,3,8.58,2,1.98,185,149.09,-80.13754756,25.91233769,0,0,1,N,0.9301698,69,69,11,129,129,148.5825,0,9999.99,3.62,3.747,2,9,29.1,0,29.10000038,45.7,1554.83126,11/16/22,11:50:54,27.75,67.26,45.7,1.204,8.29,-76.7,-4.0,-0.8,-2107,95.9,5.84,13.3,,2025-10-24 18:39:30+00:00
25.91239518,-80.13758687,18:40.6,11/16/22,6,1.856,154.46,-7.23198201,2.08,157.8,147.8,2.36,7.0,32.8,0.0,3.59,3.59,98,61,524.8,16.3,-3.7,D,584.5,3,7.505,2,1.96,185,148.41,-80.13754756,25.91233769,0,0,1,N,0.9078763,71,71,11,131,131,148.7403,0,9999.99,3.61,3.737,2,9,29.1,0,29.10000038,45.7,1554.83126,11/16/22,11:50:54,27.75,67.26,45.7,1.204,8.29,-76.7,-4.0,-0.8,-2107,95.9,5.84,13.3,,2025-10-24 18:40:36+00:00
25.9123874,-80.1375826,18:41.6,11/16/22,6,1.77,152.74,-7.23198201,2.08,157.1,147.13,2.17,7.69,32.8,0.0,3.58,3.58,98,61,524.8,16.3,-3.7,D,583.7,3,6.544,2,1.95,185,147.62,-80.13754756,25.91233769,0,0,1,N,0.883772,70,70,11,134,134,148.9103,0,9999.99,3.6,3.727,2,9,29.1,0,29.10000038,45.62,1554.74716,11/16/22,11:50:55,27.75,67.15,45.62,1.189,8.29,-76.5,-4.0,-6.0,-4217,95.7,5.83,13.2,,2025-10-24 18:41:36+00:00
25.9123798,-80.13757792,18:42.5,11/16/22,7,1.923,152.61,-7.23198201,2.08,156.3,146.36,2.12,7.6,32.7,0.0,3.58,3.58,98,61,524.8,16.3,-3.7,D,583.7,4,25.208,2,1.94,185,147.42,-80.13744218,25.91218878,0,0,1,N,0.052,70,70,11,131,131,147.3145,0,9999.99,3.6,3.727,2,9,29.1,0,29.10000038,45.56,1554.68403,11/16/22,11:50:56,27.74,67.07,45.56,1.183,8.29,-76.8,-4.0,-3.6,865,95.7,5.84,13.1,,2025-10-24 18:42:30+00:00
25.91237197,-80.13757357,18:43.6,11/16/22,7,1.971,154.24,-7.23198201,2.08,157.5,147.52,1.91,6.47,32.8,0.0,3.59,3.59,98,61,524.8,16.3,-3.7,D,583.7,4,24.241,2,1.95,185,147.17,-80.13744218,25.91218878,0,0,1,N,0.1491576,68,68,11,124,124,146.8801,0,9999.99,3.61,3.737,2,9,29.1,0,29.10000038,45.45,1554.56824,11/16/22,11:50:57,27.73,66.93,45.45,1.202,8.29,-76.8,-4.5,-7.5,-3082,95.9,5.85,13.2,,2025-10-24 18:43:36+00:00
25.91236408,-80.13756917,18:44.6,11/16/22,7,1.987,154.4,-7.23198201,1.41,157.0,147.04,2.28,7.66,32.8,0.0,3.6,3.6,98,61,524.8,16.3,-3.7,D,583.7,4,23.265,2,1.98,185,146.91,-80.13744218,25.91218878,0,0,1,N,0.2519892,71,71,11,124,124,146.3452,0,9999.99,3.62,3.747,2,9,29.1,0,29.10000038,45.32,1554.43149,11/16/22,11:50:59,27.71,66.76,45.32,1.193,8.29,-77.0,-4.3,-4.0,-2840,96.3,5.88,13.1,,2025-10-24 18:44:36+00:00
25.9123577,-80.13756435,18:45.6,11/16/22,7,1.863,152.56,-7.23198201,1.41,156.7,146.75,2.02,7.19,32.8,0.0,3.6,3.6,98,60,524.7,16.3,-3.7,D,587.6,4,22.408,2,1.96,185,146.96,-80.13744218,25.91218878,0,0,1,N,0.2269504,72,72,11,127,127,146.3734,0,9999.99,3.62,3.747,2,9,29.0,0,29.0,45.33,1554.23723,11/16/22,11:51:00,27.7,66.78,45.33,1.196,8.29,-76.7,-3.7,-1.6,-354,96.5,5.9,13.2,,2025-10-24 18:45:36+00:00
25.91234825,-80.13755872,18:46.6,11/16/22,7,1.97,153.38,-7.23198201,1.41,156.9,146.94,2.29,6.77,32.7,0.0,3.57,3.57,98,60,524.7,16.3,-3.7,D,587.6,4,21.22,2,1.96,185,146.68,-80.13744218,25.91218878,0,0,1,N,0.3152072,71,71,11,122,122,145.7113,0,9999.99,3.59,3.717,2,9,29.0,0,29.0,45.33,1554.23723,11/16/22,11:51:00,27.7,66.78,45.33,1.196,8.29,-76.7,-3.7,-1.6,-354,96.5,5.9,13.2,,2025-10-24 18:46:36+00:00
25.91234201,-80.13755358,18:47.6,11/16/22,7,1.991,153.04,-7.23198201,2.08,156.2,146.27,2.09,7.22,32.8,0.0,3.6,3.6,98,60,524.7,16.3,-3.7,D,587.6,4,20.358,2,1.95,185,146.82,-80.13744218,25.91218878,0,0,1,N,0.2548203,70,70,11,126,126,145.8972,0,9999.99,3.62,3.747,2,9,29.0,0,29.0,45.25,1554.15305,11/16/22,11:51:01,27.71,66.67,45.25,1.204,8.29,-76.8,-4.1,-2.1,-1197,96.3,5.88,13.1,,2025-10-24 18:47:36+00:00
25.91233398,-80.13754906,18:48.6,11/16/22,7,2.029,154.84,-7.23198201,2.08,155.6,145.69,2.28,7.33,32.8,0.0,3.59,3.59,98,60,524.7,16.3,-3.7,D,587.6,4,19.364,2,1.99,185,146.49,-80.13744218,25.91218878,0,0,1,N,0.3538692,71,71,11,124,124,144.9944,0,9999.99,3.61,3.737,2,9,29.0,0,29.0,44.87,1553.75298,11/16/22,11:51:03,27.73,66.18,44.87,1.187,8.29,-76.9,-3.4,-2.7,-2764,96.1,5.89,13.2,,2025-10-24 18:48:36+00:00
25.91232504,-80.1375445,18:49.6,11/16/22,7,1.75,152.53,-7.23198201,1.41,154.6,144.74,2.34,7.47,32.8,0.0,3.58,3.58,98,61,524.7,16.3,-3.7,D,583.1,4,18.284,2,1.97,185,145.96,-80.13744218,25.91218878,0,0,1,N,0.5061414,71,71,11,124,124,143.9026,0,9999.99,3.6,3.727,2,9,29.0,0,29.0,44.87,1553.75298,11/16/22,11:51:03,27.73,66.18,44.87,1.187,8.29,-76.9,-3.4,-2.7,-2764,96.1,5.89,13.2,,2025-10-24 18:49:36+00:00
25.91231732,-80.1375402,18:50.6,11/16/22,6,1.785,150.23,-7.23198201,2.08,155.2,145.31,2.17,6.92,32.8,0.0,3.57,3.57,98,61,524.7,16.3,-3.7,D,583.1,4,17.333,2,1.96,185,145.55,-80.13744218,25.91218878,0,0,1,N,0.6004671,70,70,11,119,119,143.2297,0,9999.99,3.59,3.717,2,9,29.0,0,29.0,44.89,1553.77409,11/16/22,11:51:04,27.74,66.2,44.89,1.164,8.29,-76.8,-3.8,-1.4,-595,96.1,5.89,13.0,,2025-10-24 18:50:36+00:00
25.91230931,-80.13753504,18:51.6,11/16/22,7,2.132,154.26,-7.23198201,2.08,153.9,144.07,2.47,7.55,32.8,0.0,3.62,3.62,98,61,524.7,16.3,-3.7,D,583.1,4,16.306,2,1.96,185,145.28,-80.13744218,25.91218878,0,0,1,N,0.6483576,72,72,11,122,122,142.8886,0,9999.99,3.63,3.757,2,9,29.0,0,29.0,45.26,1554.16353,11/16/22,11:51:06,27.74,66.69,45.26,1.184,8.29,-76.8,-2.8,-1.8,-3211,96.2,5.87,13.1,,2025-10-24 18:51:36+00:00
25.91230128,-80.13753087,18:52.6,11/16/22,7,2.108,154.88,-7.23198201,2.08,153.5,143.68,1.9,7.02,32.8,0.0,3.61,3.61,98,61,524.6,16.3,-3.7,D,579.2,4,15.336,2,1.97,185,144.66,-80.13744218,25.91218878,0,0,1,N,0.7737395,68,68,11,118,118,141.9977,0,9999.99,3.62,3.747,2,9,29.0,0,29.0,45.26,1554.16353,11/16/22,11:51:06,27.74,66.69,45.26,1.184,8.29,-76.8,-2.8,-1.8,-3211,96.2,5.87,13.1,,2025-10-24 18:52:36+00:00
